id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1621176621356007424,1621176621356007424,2023-02-02 16:00:01 UTC,2023-02-02,16:00:01,+0000,2397734442,cesifonetwork,CESifo,,The Effects of a Free Universal After-School Program on Child Academic Outcomes | @nina_drange @astrid_mjs | #EconTwitter #cesifoworkingpapers   https://t.co/HOKVyzj46W  https://t.co/24ewZDlJmq,en,"[{'screen_name': 'nina_drange', 'name': 'nina drange', 'id': '1258312625789730817'}, {'screen_name': 'astrid_mjs', 'name': 'astrid marie jorde sandsør', 'id': '17710747'}]",['https://www.cesifo.org/en/publications/2023/working-paper/effects-free-universal-after-school-program-child-academic-outcomes'],['https://pbs.twimg.com/media/Fn41P_sWYAcUDL6.png'],0,3,9,"['econtwitter', 'cesifoworkingpapers']",[],https://twitter.com/CESifoNetwork/status/1621176621356007424,False,,1,https://pbs.twimg.com/media/Fn41P_sWYAcUDL6.png,,,,,,,[],,,,
1621176010166398976,1621176010166398976,2023-02-02 15:57:35 UTC,2023-02-02,15:57:35,+0000,402973731,abehrer,A. Patrick Behrer,,#EconTwitter we're looking for a short-term RA to do some work on air pollution in the Republic of Georgia at the World Bank. DM me if you're interested! @econ_ra,en,"[{'screen_name': 'econ_ra', 'name': 'econ ra listings', 'id': '1042199173527941121'}]",[],[],4,18,20,['econtwitter'],[],https://twitter.com/abehrer/status/1621176010166398976,False,,0,,,,,,,,[],,,,
1621175584964608000,1621175584964608000,2023-02-02 15:55:54 UTC,2023-02-02,15:55:54,+0000,292038997,gabrielorp1,Gabriel Rodríguez-Puello,,"It is not a lot, but reaching 50 citations feels good 🥳 @PhDVoice #earlycareerresearcher #EconTwitter  https://t.co/7z6Zo1Lr7p",en,"[{'screen_name': 'phdvoice', 'name': 'the phd voice', 'id': '1168227245338628096'}]",[],['https://pbs.twimg.com/media/Fn-SmU2WIAUD2yf.jpg'],1,0,19,"['earlycareerresearcher', 'econtwitter']",[],https://twitter.com/GabrielOrp1/status/1621175584964608000,False,,1,https://pbs.twimg.com/media/Fn-SmU2WIAUD2yf.jpg,,,,,,,[],,,,
1621173443042623488,1621173443042623488,2023-02-02 15:47:23 UTC,2023-02-02,15:47:23,+0000,3229111961,wallstreeteasy,Wall Street Easy,,Ayer el mercado tuvo un rally importante después de la reunión de la #ReservaFederal #FED a pesar del comunicado en el que se descarta se de una pausa en la subida de las tasas de interés en marzo.  Video con detalles  https://t.co/zQfdF99Dhz #FederalReserve #EconTwitter #Powell  https://t.co/TWH3Dp46H5,es,[],['https://bit.ly/3X0GiEX'],['https://pbs.twimg.com/media/Fn-NMlhXgAAhwde.jpg'],0,1,2,"['reservafederal', 'fed', 'federalreserve', 'econtwitter', 'powell']",[],https://twitter.com/WallStreetEasy/status/1621173443042623488,False,,1,https://pbs.twimg.com/media/Fn-NMlhXgAAhwde.jpg,,,,,,,[],,,,
1621164281726373890,1621164281726373890,2023-02-02 15:10:59 UTC,2023-02-02,15:10:59,+0000,50993731,soncabral,Sonia Cabral,,How import competition can increase quality upgrading and exporting: Evidence from Peru  https://t.co/Tqmr9Qo9kr via @vox_dev #Imports #Exports #Trade #Competition #Quality #Upgrading #Peru #TradeTwitter #EconTwitter #economics,en,"[{'screen_name': 'vox_dev', 'name': 'voxdev', 'id': '816307330698584064'}]",['https://voxdev.org/topic/firms-trade/how-import-competition-can-increase-quality-upgrading-and-exporting-evidence-peru'],[],0,0,2,"['imports', 'exports', 'trade', 'competition', 'quality', 'upgrading', 'peru', 'tradetwitter', 'econtwitter', 'economics']",[],https://twitter.com/soncabral/status/1621164281726373890,False,,0,,,,,,,,[],,,,
1621161397605531648,1621161397605531648,2023-02-02 14:59:31 UTC,2023-02-02,14:59:31,+0000,1171918842,novafrica,NOVAFRICA,,Forced Displacement and Human Capital an experience in Mozambique. 🎙️Check here this week’s episode of @novafrica Sustainable Development Talks #podcast with @EliasPapaioann2 from @LBS. 👉 https://t.co/r7uywgcE0X @NovaSBE #EconTwitter  https://t.co/8pKNacbYRX,en,"[{'screen_name': 'novafrica', 'name': 'novafrica', 'id': '1171918842'}, {'screen_name': 'eliaspapaioann2', 'name': 'elias papaioannou', 'id': '973597929452818442'}, {'screen_name': 'lbs', 'name': 'london business school', 'id': '25983654'}, {'screen_name': 'novasbe', 'name': 'novasbe', 'id': '730422764'}]",['https://bit.ly/3RpZ1bC'],['https://pbs.twimg.com/media/Fn-FhhvaUAAkHms.jpg'],0,0,2,"['podcast', 'econtwitter']",[],https://twitter.com/novafrica/status/1621161397605531648,False,,1,https://pbs.twimg.com/media/Fn-FhhvaUAAkHms.jpg,,,,,,,[],,,,
1621157046568775680,1621157046568775680,2023-02-02 14:42:14 UTC,2023-02-02,14:42:14,+0000,332617373,elerianm,Mohamed A. El-Erian,,"Per this @WSJ chart using @BLS_gov data, US job openings are 1.9 times larger than the number of unemployed workers (11.0 versus 5.5 million).  #economy #jobs #employment #EconTwitter #unemployed #markets  https://t.co/lOeE4exm4Z",en,"[{'screen_name': 'wsj', 'name': 'the wall street journal', 'id': '3108351'}, {'screen_name': 'bls_gov', 'name': 'bls-labor statistics', 'id': '612896910'}]",[],['https://pbs.twimg.com/media/Fn-ButJaQAMzREJ.jpg'],23,34,156,"['economy', 'jobs', 'employment', 'econtwitter', 'unemployed', 'markets']",[],https://twitter.com/elerianm/status/1621157046568775680,False,,1,https://pbs.twimg.com/media/Fn-ButJaQAMzREJ.jpg,,,,,,,[],,,,
1621154221545656327,1621154221545656327,2023-02-02 14:31:00 UTC,2023-02-02,14:31:00,+0000,18481235,umemasiddiqi,Umema A. Siddiqi,,"Want to brainstorm Research Questions?  You have your own Research Assistant here:  https://t.co/pzQWZ4HoCN.  Sign up, go to tasks, select Brainstorm Research Questions and enjoy!🤩  For a detailed guide, 👉 https://t.co/6GCzinxKHQ  #EconTwitter #AcademicTwitter @Momademia #phdlife  https://t.co/FDcqH6pOdk",en,"[{'screen_name': 'momademia', 'name': 'academic mom, phd', 'id': '926555191649775621'}]","['http://elicit.org', 'http://bitly.ws/zH4i']","['https://pbs.twimg.com/media/Fn9_I1ZaAAQ2D6l.jpg', 'https://pbs.twimg.com/media/Fn9_I42aEAMeytn.jpg']",0,0,3,"['econtwitter', 'academictwitter', 'phdlife']",[],https://twitter.com/UmemaSiddiqi/status/1621154221545656327,False,,1,https://pbs.twimg.com/media/Fn9_I1ZaAAQ2D6l.jpg,,,,,,,[],,,,
1621146418139353089,1621146418139353089,2023-02-02 14:00:00 UTC,2023-02-02,14:00:00,+0000,2397734442,cesifonetwork,CESifo,,"Structural Reforms and Income Distribution: New Evidence for OECD Countries | Rasmus Wiese, João Tovar Jalles, Jakob de Haan | #EconTwitter #cesifoworkingpapers  https://t.co/lbbr1Dvhdk  https://t.co/2hIxmHWWaS",ca,[],['https://www.cesifo.org/en/publications/2023/working-paper/structural-reforms-and-income-distribution-new-evidence-oecd'],['https://pbs.twimg.com/media/Fnkl00YWIAEt3wp.png'],0,0,2,"['econtwitter', 'cesifoworkingpapers']",[],https://twitter.com/CESifoNetwork/status/1621146418139353089,False,,1,https://pbs.twimg.com/media/Fnkl00YWIAEt3wp.png,,,,,,,[],,,,
1621145785575563266,1621145785575563266,2023-02-02 13:57:29 UTC,2023-02-02,13:57:29,+0000,41861503,aganimian,Alejandro J. Ganimian,,"Thank you #EconTwitter #PsychTwitter #EduTwitter for helping us spread the word about the MA in Human Development Research and Policy at @NYUAppliedPsych.  Due in part to your support, applications ⏫ by 21% with respect to last year.   🤓 Can't wait to dive in!",en,"[{'screen_name': 'nyuappliedpsych', 'name': 'nyu steinhardt applied psychology', 'id': '1002608864607592449'}]",[],[],1,1,5,"['econtwitter', 'psychtwitter', 'edutwitter']",[],https://twitter.com/aganimian/status/1621145785575563266,False,https://twitter.com/aganimian/status/1620056015826997248,0,,,,,,,,[],,,,
1621144392953397249,1621144392953397249,2023-02-02 13:51:57 UTC,2023-02-02,13:51:57,+0000,22444881,cacostam,Camilo Acosta Mejía,,Hi #EconTwitter! Check out this amazing conference that we will host at @FEG_EAFIT this December. Keynote speakers are fantastic and Medellin is 🔝 en December.   Deadline for submitting papers is February 28th.   @IEA_economics,en,"[{'screen_name': 'feg_eafit', 'name': 'finanzas, economía y gobierno', 'id': '2385510302'}, {'screen_name': 'iea_economics', 'name': 'international economic association iea', 'id': '1357335584356790272'}]",[],[],0,6,16,['econtwitter'],[],https://twitter.com/Cacostam/status/1621144392953397249,False,https://twitter.com/FEG_EAFIT/status/1615394267601444864,0,,,,,,,,[],,,,
1621143664520212487,1621143664520212487,2023-02-02 13:49:03 UTC,2023-02-02,13:49:03,+0000,332617373,elerianm,Mohamed A. El-Erian,,A @markets chart illustrating the stunning 2-day move in the yield on the US 2-year as #markets embrace more the soft-landing scenario.  A #Fed question that really matters here:  How do #Fed officials feel about the market reaction to the press conference?  #EconTwitter #economy  https://t.co/tHT0LV4RfN,en,"[{'screen_name': 'markets', 'name': 'bloomberg markets', 'id': '69620713'}]",[],['https://pbs.twimg.com/media/Fn91MxNaEAcTxva.jpg'],48,48,260,"['markets', 'fed', 'fed', 'econtwitter', 'economy']",[],https://twitter.com/elerianm/status/1621143664520212487,False,,1,https://pbs.twimg.com/media/Fn91MxNaEAcTxva.jpg,,,,,,,[],,,,
1621136987708358660,1621136987708358660,2023-02-02 13:22:31 UTC,2023-02-02,13:22:31,+0000,480501022,inomics,INOMICS,,"The Barcelona School of Economics (@bse_barcelona) has lots of great #professionaltraining #courses on offer right now, both #online &amp; on-site. A 🧵of what's on offer💼👇 #digital #data #python #datascience #programming #businessintelligence #professionaldevelopment #EconTwitter",en,"[{'screen_name': 'bse_barcelona', 'name': 'barcelona school of economics', 'id': '39478650'}]",[],[],1,1,4,"['professionaltraining', 'courses', 'online', 'digital', 'data', 'python', 'datascience', 'programming', 'businessintelligence', 'professionaldevelopment', 'econtwitter']",[],https://twitter.com/INOMICS/status/1621136987708358660,False,,0,,,,,,,,[],,,,
1621129091960410113,1621129091960410113,2023-02-02 12:51:09 UTC,2023-02-02,12:51:09,+0000,2273340949,marwildavila,Marwil Dávila,,Climate change is the greatest challenge of our generation &lt;=&gt; Demographic + Econ implications.  New WP with @alessia_cff on the robustness of the natalist bias of pollution control #ClimateEmergency #EconTwitter #Population #EconomicDynamics  Link:  https://t.co/KZLuCq0w7z  https://t.co/PA3eUADygI,en,"[{'screen_name': 'alessia_cff', 'name': 'alessia', 'id': '713351039'}]",['https://www.deps.unisi.it/sites/st02/files/allegatiparagrafo/30-01-2023/895.pdf'],"['https://pbs.twimg.com/media/Fn9kokWX0AAEnmI.jpg', 'https://pbs.twimg.com/media/Fn9kokdX0AIw0xq.jpg']",1,1,5,"['climateemergency', 'econtwitter', 'population', 'economicdynamics']",[],https://twitter.com/MarwilDavila/status/1621129091960410113,False,,1,https://pbs.twimg.com/media/Fn9kokWX0AAEnmI.jpg,,,,,,,[],,,,
1621123769925521408,1620949227131092994,2023-02-02 12:30:00 UTC,2023-02-02,12:30:00,+0000,1025538004167864321,itsafronomics,Anna Gifty,,"I never thought I'd be discussing #economics papers on #tiktok, but here we are. A tiktok of me discussing Daron Acemoglu and co-authors paper about colonialism for #BlackHistoryMonth. #EconTwitter    Oh, also, I am back on #TikTok @itsafronomics!  https://t.co/PM75yeI09g",en,"[{'screen_name': 'itsafronomics', 'name': 'anna gifty', 'id': '1025538004167864321'}]",['https://www.tiktok.com/@itsafronomics/video/7195367508277284138?is_from_webapp=1&sender_device=pc&web_id=7060605214760273414'],[],1,0,9,"['economics', 'tiktok', 'blackhistorymonth', 'econtwitter', 'tiktok']",[],https://twitter.com/itsafronomics/status/1621123769925521408,False,,0,,,,,,,,[],,,,
1621122359158804482,1621122359158804482,2023-02-02 12:24:24 UTC,2023-02-02,12:24:24,+0000,303072125,mosconef,Francesco Moscone,,Me trying to publish in a good journal while reviewer 2 is on my way not focusing on the main goal 😓 #AcademicTwitter #AcademicChatter #econtwitter,en,[],[],[],0,0,3,"['academictwitter', 'academicchatter', 'econtwitter']",[],https://twitter.com/MosconeF/status/1621122359158804482,False,https://twitter.com/BornAKang/status/1620818247749890048,0,,,,,,,,[],,,,
1621107141347270656,1621107141347270656,2023-02-02 11:23:55 UTC,2023-02-02,11:23:55,+0000,1616312245,goekaydemir,Gökay Demir,,🎺Job news! 🥳  I am very happy to announce that I'm joining @iza_bonn @simon_jaeger as a Post Doc this June. I am excited about all the possibilities and opportunities that the future holds at IZA and look forward to work with awesome colleagues! #EconTwitter,en,"[{'screen_name': 'iza_bonn', 'name': 'iza', 'id': '906260839'}, {'screen_name': 'simon_jaeger', 'name': 'simon jäger', 'id': '2288028218'}]",[],[],14,2,121,['econtwitter'],[],https://twitter.com/GoekayDemir/status/1621107141347270656,False,,0,,,,,,,,[],,,,
1621101129248706566,1621101129248706566,2023-02-02 11:00:02 UTC,2023-02-02,11:00:02,+0000,481338876,ubeconomics,UB School of Economics,,"⏲️Commuting time negatively affects the labor supply of married women. This is the main conclusion of the paper published in the Journal of Economic Geography by our researchers @farre_lidia, @jofre_monseny and @juan_torrec.  Full article:  https://t.co/xz1rkJk7Oc #EconTwitter  https://t.co/3BgA1EvrFW",en,"[{'screen_name': 'farre_lidia', 'name': 'lídia farré', 'id': '249156837'}, {'screen_name': 'jofre_monseny', 'name': 'jordi jofre-monseny', 'id': '706800473269997569'}, {'screen_name': 'juan_torrec', 'name': 'juan torrecillas', 'id': '995425701716201472'}]",['https://bit.ly/3Dzj3eg'],['https://pbs.twimg.com/media/Fn9KKHAXoAUo6eO.jpg'],0,2,3,['econtwitter'],[],https://twitter.com/ubeconomics/status/1621101129248706566,False,,1,https://pbs.twimg.com/media/Fn9KKHAXoAUo6eO.jpg,,,,,,,[],,,,
1621098229793452032,1621098229793452032,2023-02-02 10:48:31 UTC,2023-02-02,10:48:31,+0000,397991469,ruettenauer,Tobias Rüttenauer,,Now with issue number in SMR🥳 Fixed Effects Individual Slopes (#FEIS) - How heterogenous effects of controls can change your results in #TWFE  Applications:  - #marriage wage premium - return to #preschool programs  #OpenAccess:   https://t.co/zbd1mdAEeg  #soctwitter #EconTwitter  https://t.co/QFUcNrJMcN,en,[],['https://doi.org/10.1177/0049124120926211'],"['https://pbs.twimg.com/media/Fn9MBRpXgAE6rNj.jpg', 'https://pbs.twimg.com/media/Fn9MBSUWIAECSTo.jpg', 'https://pbs.twimg.com/media/Fn9MCOQXoAECYyO.jpg', 'https://pbs.twimg.com/media/Fn9MDJRXwAEAfVl.jpg']",0,12,54,"['feis', 'twfe', 'marriage', 'preschool', 'openaccess', 'soctwitter', 'econtwitter']",[],https://twitter.com/ruettenauer/status/1621098229793452032,False,,1,https://pbs.twimg.com/media/Fn9MBRpXgAE6rNj.jpg,,,,,,,[],,,,
1621097580968001537,1621097580968001537,2023-02-02 10:45:56 UTC,2023-02-02,10:45:56,+0000,870591852,niesrorg,National Institute of Economic and Social Research,,"📻ICYMI: Earlier (well, very early!) this morning our Director @jagjit_chadha was on #wakeuptomoney talking to @seanfarrington about #interestrates, and what to expect from the Bank of England's decision later today  🎙️43mins in⬇️  #UKeconomy #EconTwitter  https://t.co/0imPnsuaZ3",en,"[{'screen_name': 'jagjit_chadha', 'name': 'jagjit s. chadha', 'id': '999611785048150016'}, {'screen_name': 'seanfarrington', 'name': 'sean farrington', 'id': '26727778'}]",['https://hubs.la/Q01B156J0'],[],0,2,3,"['wakeuptomoney', 'interestrates', 'ukeconomy', 'econtwitter']",[],https://twitter.com/NIESRorg/status/1621097580968001537,False,,0,,,,,,,,[],,,,
1621095738615685121,1621095738615685121,2023-02-02 10:38:37 UTC,2023-02-02,10:38:37,+0000,828670462095933441,sabeconomics,SABE,,"🚨Exciting news! 🚨Join us at the 47th International #IAREPSABE2023 Conference June 7-10, 2023 in #Nice, France. Explore the intersection of economics, psychology &amp; more with scholars from around the world.   Deadline Feb 10.  https://t.co/e8vrHZuOvc #EconTwitter @IAREP1982",en,"[{'screen_name': 'iarep1982', 'name': 'iarep', 'id': '816047539678040064'}]",['https://iarepsabe2023.sciencesconf.org'],[],1,1,6,"['iarepsabe2023', 'nice', 'econtwitter']",[],https://twitter.com/sabeconomics/status/1621095738615685121,False,,0,,,,,,,,[],,,,
1621087172559536128,1621087172559536128,2023-02-02 10:04:34 UTC,2023-02-02,10:04:34,+0000,1186203457901993984,hanspachphilip,Philip Hanspach,,Happy to be among the 16 shortlisted student articles for the #Concurrences #Antitrust Writing Awards 2023. ✍️ Read about #Internet #infrastructure and #competition in digital markets. 😎Your vote is appreciated. 🗳️   https://t.co/rzpNEutjd8  #econtwitter #economics #academia,en,[],['https://awards.concurrences.com/en/awards/2023/student-articles/internet-infrastructure-and-competition-in-digital-markets'],[],0,0,8,"['concurrences', 'antitrust', 'internet', 'infrastructure', 'competition', 'econtwitter', 'economics', 'academia']",[],https://twitter.com/HanspachPhilip/status/1621087172559536128,False,,0,,,,,,,,[],,,,
1621086025295470593,1621086025295470593,2023-02-02 10:00:01 UTC,2023-02-02,10:00:01,+0000,2397734442,cesifonetwork,CESifo,,Long-Term Effects of Grade Retention | @MeulenSimon | #EconTwitter #cesifoworkingpapers  https://t.co/vRhAAKlIRQ  https://t.co/twNG5wuKKK,en,"[{'screen_name': 'meulensimon', 'name': 'simon ter meulen', 'id': '1021659990657048578'}]",['https://www.cesifo.org/en/publications/2023/working-paper/long-term-effects-grade-retention'],['https://pbs.twimg.com/media/FnklCKhWAAIIKQ5.png'],0,0,4,"['econtwitter', 'cesifoworkingpapers']",[],https://twitter.com/CESifoNetwork/status/1621086025295470593,False,,1,https://pbs.twimg.com/media/FnklCKhWAAIIKQ5.png,,,,,,,[],,,,
1621077020221517827,1621077020221517827,2023-02-02 09:24:14 UTC,2023-02-02,09:24:14,+0000,2775339717,paramachaudhury,Parama Chaudhury,,This is such amazing news - Wendy's leadership @coreeconteam &amp; now @StoneEcon_UCL has been nothing short of exceptional and her impact on economics education cannot be overstated!  We @CTaLE_ are so proud of having worked with Wendy over the years!  #teachecon #EconTwitter,en,"[{'screen_name': 'coreeconteam', 'name': 'core econ', 'id': '2178038732'}, {'screen_name': 'stoneecon_ucl', 'name': 'stone centre at ucl', 'id': '1435170498749648896'}, {'screen_name': 'ctale_', 'name': 'ctale', 'id': '3576704716'}]",[],[],1,4,18,"['teachecon', 'econtwitter']",[],https://twitter.com/ParamaChaudhury/status/1621077020221517827,False,https://twitter.com/RoyalEconSoc/status/1621070942263775235,0,,,,,,,,[],,,,
1621075148840538112,1621075148840538112,2023-02-02 09:16:48 UTC,2023-02-02,09:16:48,+0000,480501022,inomics,INOMICS,,"A good question that many entering the field don't know the answer. Most referees do it for free, however some #journals pay a small amount for finishing a review before a deadline. Funding bodies may also pay a fee to a referee a for reviewing funding applications #EconTwitter",en,[],[],[],0,0,4,"['journals', 'econtwitter']",[],https://twitter.com/INOMICS/status/1621075148840538112,False,https://twitter.com/EliseMarifian/status/1620829832769835009,0,,,,,,,,[],,,,
1621073437618851840,1621073437618851840,2023-02-02 09:10:00 UTC,2023-02-02,09:10:00,+0000,2981738470,economicethics,SeTh,,"Sehenswert ""Die globalen Folgen deutscher LNG-Importe"".⬇️ https://t.co/OjZMHtv8OA  Ernüchternd: Wie problematisch &amp; wenig grün LNG ist, das war schon länger absehbar.  cc #EconTwitter @econ4future_DE @goliathwatch",de,"[{'screen_name': 'econ4future_de', 'name': 'economists for future de', 'id': '1279052333230456835'}, {'screen_name': 'goliathwatch', 'name': 'goliathwatch - demokratie statt macht der konzerne', 'id': '846583334578929664'}]",['https://www.zdf.de/nachrichten/wirtschaft/pakistan-lng-folgen-erdgas-preise-100.html#xtor=CS5-62'],[],0,2,2,['econtwitter'],[],https://twitter.com/EconomicEthics/status/1621073437618851840,False,,0,,,,,,,,[],,,,
